,path,name,continent,country,culture,dateFrom,dateTo,economic,group,lang,polalign,source,url,economicblocs,linguisticblocs,militarydefenseblocs,politicalregionalblocs,religions,EconomicQuality,Education,EnterpriseConditions,Governance,Health,Individualism,Indulgence,InvestmentEnvironment,LivingConditions,LongTermOrientation,MarketAccessandInfrastructure,Masculinity,NaturalEnvironment,PersonalFreedom,PowerDistance,SafetyandSecurity,SocialCapital,UncertaintyAvoidance
0,/Event,Event,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,/Event/7675632791,7675632791,,,,2023-08-12T20:22:38,2023-08-12T20:22:38,,0,rus,,tass.ru,,,,,,,,,,,,,,,,,,,,,,,,
2,/Event/7675632791/7675640190,7675640190,,,,2023-08-12T20:22:38,2023-08-12T20:32:15,,7675632791,rus,,finance.rambler.ru,,,,,,,,,,,,,,,,,,,,,,,,
3,/Event/7675632791/7675682634,7675682634,,,,2023-08-12T20:22:38,2023-08-12T21:39:45,,7675632791,rus,,rossaprimavera.ru,,,,,,,,,,,,,,,,,,,,,,,,
4,/Event/7675632791/7675682634/7678472365,7678472365,AS,RU,C16,2023-08-12T21:39:45,2023-08-15T06:53:18,C12,7675632791,rus,Independent,kommersant.ru,ChatGPT,?,?,CSTO,CIS,Christian,,,,,,,,,,,,,,,,,,
5,/Event/7675632791/7675682634/7678572094,7678572094,,,,2023-08-12T21:39:45,2023-08-15T08:27:06,,7675632791,rus,,business-gazeta.ru,,,,,,,,,,,,,,,,,,,,,,,,
6,/Event/7675632791/7675682634/7678744651,7678744651,,,,2023-08-12T21:39:45,2023-08-15T10:59:00,,7675632791,rus,,bb.lv,,,,,,,,,,,,,,,,,,,,,,,,
7,/Event/7675632791/7675682634/7678807445,7678807445,,,,2023-08-12T21:39:45,2023-08-15T11:52:32,,7675632791,eng,,sputnikglobe.com,,,,,,,,,,,,,,,,,,,,,,,,
8,/Event/7675632791/7675693652,7675693652,,,,2023-08-12T20:22:38,2023-08-12T21:57:53,,7675632791,rus,,ura.news,,,,,,,,,,,,,,,,,,,,,,,,
9,/Event/7675632791/7675704335,7675704335,,,,2023-08-12T20:22:38,2023-08-12T22:14:43,,7675632791,rus,,finance.rambler.ru,,,,,,,,,,,,,,,,,,,,,,,,
10,/Event/7675632791/7675746470,7675746470,,,,2023-08-12T20:22:38,2023-08-12T23:34:33,,7675632791,rus,,finance.rambler.ru,,,,,,,,,,,,,,,,,,,,,,,,
11,/Event/7675632791/7675875926,7675875926,,,,2023-08-12T20:22:38,2023-08-13T03:37:01,,7675632791,rus,,iz.ru,,,,,,,,,,,,,,,,,,,,,,,,
12,/Event/7675632791/7675875926/7677385631,7677385631,,,,2023-08-13T03:37:01,2023-08-14T10:33:29,,7675632791,rus,,gazeta.ru,,,,,,,,,,,,,,,,,,,,,,,,
13,/Event/7675632791/7675875926/7677385631/7678516429,7678516429,,,,2023-08-14T10:33:29,2023-08-15T07:36:25,,7675632791,eng,,middleeastmonitor.com,,,,,,,,,,,,,,,,,,,,,,,,
14,/Event/7675632791/7675875926/7677749067,7677749067,,,,2023-08-13T03:37:01,2023-08-14T15:40:13,,7675632791,rus,,rg.ru,,,,,,,,,,,,,,,,,,,,,,,,
15,/Event/7675632791/7675875926/7678053495,7678053495,AS,RU,C16,2023-08-13T03:37:01,2023-08-14T21:10:22,C12,7675632791,rus,Independent,rbc.ru,ChatGPT,?,?,CSTO,CIS,Christian,,,,,,,,,,,,,,,,,,
16,/Event/7675632791/7675875926/7678071998,7678071998,,,,2023-08-13T03:37:01,2023-08-14T21:36:04,,7675632791,rus,,ura.news,,,,,,,,,,,,,,,,,,,,,,,,
17,/Event/7675632791/7675875926/7678412571,7678412571,,,,2023-08-13T03:37:01,2023-08-15T05:51:01,,7675632791,rus,,rosbalt.ru,,,,,,,,,,,,,,,,,,,,,,,,
18,/Event/7675632791/7675875926/7678605159,7678605159,AU,AU,C4,2023-08-13T03:37:01,2023-08-15T08:57:18,C2,7675632791,eng,Center-right-liberal,afr.com,ChatGPT,?,Eng,?,PIF,Christian,,,,,,,,,,,,,,,,,,
19,/Event/7675632791/7675875926/7678605159/7679300815,7679300815,,,,2023-08-15T08:57:18,2023-08-15T19:59:11,,7675632791,eng,,coinmarketcap.com,,,,,,,23,7,24,11,21,90,71,22,15,21,28,61,19,20,38,20,6,51
20,/Event/7675632791/7675875926/7678668465,7678668465,AS,IN,C18,2023-08-13T03:37:01,2023-08-15T09:53:04,C17,7675632791,eng,fiscally-conservative-socially-liberal,livemint.com,https:en.wikipedia.orgwikiMint_(newspaper),?,?,?,?,Hindu,,,,,,,,,,,,,,,,,,
21,/Event/7675632791/7675875926/7678798656,7678798656,,CA,C4,2023-08-13T03:37:01,2023-08-15T11:45:23,C2,7675632791,eng,unknown,globalresearch.ca,?,NAFTA,Eng,NATO,?,Christian,,,,,,,,,,,,,,,,,,
22,/Event/7675632791/7675875926/7678798656/7679067734,7679067734,,,,2023-08-15T11:45:23,2023-08-15T15:43:10,,7675632791,eng,,allafrica.com,,,,,,,32,17,13,12,32,80,68,13,13,36,15,52,20,14,39,18,10,48
23,/Event/7675632791/7675875926/7679028736,7679028736,AS,RU,C16,2023-08-13T03:37:01,2023-08-15T15:08:00,C12,7675632791,eng,State-controlled,rt.com,ChatGPT,?,?,CSTO,CIS,Christian,,,,,,,,,,,,,,,,,,
24,/Event/7675632791/7675875926/7679263379,7679263379,,,,2023-08-13T03:37:01,2023-08-15T19:11:05,,7675632791,eng,,coingape.com,,,,,,,,,,,,,,,,,,,,,,,,
25,/Event/7675632791/7675875926/7679270868,7679270868,AS,RU,C16,2023-08-13T03:37:01,2023-08-15T19:20:01,C12,7675632791,rus,unknown,regnum.ru,?,?,?,CSTO,CIS,Christian,,,,,,,,,,,,,,,,,,
26,/Event/7675632791/7675875926/7679517113,7679517113,AS,PK,C20,2023-08-13T03:37:01,2023-08-16T01:12:48,C5,7675632791,eng,Center-right,thenews.com.pk,ChatGPT,?,?,?,?,Muslim,,,,,,,,,,,,,,,,,,
27,/Event/7675632791/7675875926/7679915782,7679915782,,,,2023-08-13T03:37:01,2023-08-16T08:43:26,,7675632791,eng,,sputnikglobe.com,,,,,,,,,,,,,,,,,,,,,,,,
28,/Event/7675632791/7675875926/7680074836,7680074836,AS,AE,C19,2023-08-13T03:37:01,2023-08-16T10:48:54,C9,7675632791,eng,unknown,gulfnews.com,?,?,Ara,?,AL,Muslim,,,,,,,,,,,,,,,,,,
29,/Event/7675632791/7675875926/7680079401,7680079401,AS,RU,C16,2023-08-13T03:37:01,2023-08-16T10:52:12,C12,7675632791,rus,Independent,vedomosti.ru,ChatGPT,?,?,CSTO,CIS,Christian,,,,,,,,,,,,,,,,,,
30,/Event/7675632791/7675875926/7680185399,7680185399,,CU,?,2023-08-13T03:37:01,2023-08-16T12:16:28,C10,7675632791,eng,unknown,plenglish.com,?,?,Spa,?,?,Christian,,,,,,,,,,,,,,,,,,
