,path,name,continent,country,culture,dateFrom,dateTo,economic,group,lang,polalign,source,url,linguisticblocs,politicalregionalblocs,religions,EconomicQuality,Education,EnterpriseConditions,Governance,Health,Individualism,Indulgence,InvestmentEnvironment,LivingConditions,LongTermOrientation,MarketAccessandInfrastructure,Masculinity,NaturalEnvironment,PersonalFreedom,PowerDistance,SafetyandSecurity,SocialCapital,UncertaintyAvoidance,economicblocs,militarydefenseblocs
0,/Event,Event,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,/Event/7444523660,7444523660,,,,2023-03-13T12:05:00,2023-03-13T12:05:00,,0,eng,,devdiscourse.com,,,,,,,,,,,,,,,,,,,,,,,,
2,/Event/7444523660/7444555739,7444555739,,,,2023-03-13T12:05:00,2023-03-13T12:23:00,,7444523660,eng,,news.yahoo.com,,,,,,,,,,,,,,,,,,,,,,,,
3,/Event/7444523660/7444570507,7444570507,AS,QA,C19,2023-03-13T12:05:00,2023-03-13T12:32:00,C9,7444523660,eng,pro-Qatari-government-Arab-nationalist,aljazeera.com,ChatGPT,Ara,AL,Muslim,,,,,,,,,,,,,,,,,,,,
4,/Event/7444523660/7444570507/7444575008,7444575008,,,,2023-03-13T12:32:00,2023-03-13T12:35:00,,7444523660,eng,,terradaily.com,,,,,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,,
5,/Event/7444523660/7444570507/7444711731,7444711731,,,,2023-03-13T12:32:00,2023-03-13T13:59:00,,7444523660,eng,,en.haberler.com,,,,,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,,
6,/Event/7444523660/7444570507/7444714898,7444714898,,USA,C4,2023-03-13T12:32:00,2023-03-13T14:01:00,C2,7444523660,eng,,reliefweb.int,,Eng,,Christian,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,NAFTA,NATO
7,/Event/7444523660/7444570507/7444816139,7444816139,,,,2023-03-13T12:32:00,2023-03-13T15:06:00,,7444523660,eng,,latestly.com,,,,,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,,
8,/Event/7444523660/7444570507/7444821532,7444821532,,,,2023-03-13T12:32:00,2023-03-13T15:08:00,,7444523660,eng,,middleeastmonitor.com,,,,,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,,
9,/Event/7444523660/7444570507/7444926812,7444926812,,,,2023-03-13T12:32:00,2023-03-13T16:16:00,,7444523660,eng,,today.rtl.lu,,,,,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,,
10,/Event/7444523660/7444570507/7444946151,7444946151,,,,2023-03-13T12:32:00,2023-03-13T16:30:00,,7444523660,eng,,sg.news.yahoo.com,,,,,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,,
11,/Event/7444523660/7444570507/7444953531,7444953531,AS,TR,C14,2023-03-13T12:32:00,2023-03-13T16:36:00,C12,7444523660,eng,,aa.com.tr,,,,Muslim,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,,NATO
12,/Event/7444523660/7444570507/7444968394,7444968394,,,,2023-03-13T12:32:00,2023-03-13T16:44:00,,7444523660,eng,,terradaily.com,,,,,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,,
13,/Event/7444523660/7444570507/7445000930,7445000930,,,,2023-03-13T12:32:00,2023-03-13T17:07:00,,7444523660,eng,,en.haberler.com,,,,,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,,
14,/Event/7444523660/7444570507/7445055656,7445055656,,,,2023-03-13T12:32:00,2023-03-13T17:48:00,,7444523660,eng,,foreignaffairs.co.nz,,,,,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,,
15,/Event/7444523660/7444570507/7445171518,7445171518,AS,SA,C15,2023-03-13T12:32:00,2023-03-13T19:22:00,C9,7444523660,eng,Center,arabnews.com,ChatGPT,Ara,AL,Muslim,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,,
16,/Event/7444523660/7444570507/7445270293,7445270293,AF,EG,C19,2023-03-13T12:32:00,2023-03-13T20:50:00,C5,7444523660,eng,Uncertain,english.ahram.org.eg,https:en.wikipedia.orgwikiAl-Ahram,Ara,AU,Muslim,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,AfCFTA,
17,/Event/7444523660/7444570507/7445370529,7445370529,,,,2023-03-13T12:32:00,2023-03-13T22:30:00,,7444523660,eng,,therussophile.org,,,,,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,,
18,/Event/7444523660/7444570507/7448260764,7448260764,,USA,C4,2023-03-13T12:32:00,2023-03-15T13:03:00,C2,7444523660,eng,Center-left,cbsnews.com,ChatGPT,Eng,,Christian,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,NAFTA,NATO
19,/Event/7444523660/7444570507/7448318200,7448318200,,,,2023-03-13T12:32:00,2023-03-15T13:36:00,,7444523660,eng,,news.yahoo.com,,,,,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,,
20,/Event/7444523660/7444570507/7450383200,7450383200,,,,2023-03-13T12:32:00,2023-03-16T15:34:00,,7444523660,eng,,middleeastmonitor.com,,,,,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,,
21,/Event/7444523660/7444570507/7450621910,7450621910,,,,2023-03-13T12:32:00,2023-03-16T18:16:00,,7444523660,eng,,syriahr.com,,,,,13.0,60.0,26.0,47.0,38.0,25.0,0.0,43.0,48.0,0.0,36.0,55.0,134.0,149.0,93.0,23.0,51.0,80.0,,
22,/Event/7444523660/7444587668,7444587668,AS,SA,C15,2023-03-13T12:05:00,2023-03-13T12:42:00,C9,7444523660,eng,,english.alarabiya.net,,Ara,AL,Muslim,,,,,,,,,,,,,,,,,,,,
23,/Event/7444523660/7444608136,7444608136,,,,2023-03-13T12:05:00,2023-03-13T12:55:00,,7444523660,eng,,ca.sports.yahoo.com,,,,,,,,,,,,,,,,,,,,,,,,
24,/Event/7444523660/7444608136/7445128252,7445128252,,USA,C4,2023-03-13T12:55:00,2023-03-13T18:45:00,C2,7444523660,eng,,voanews.com,,Eng,,Christian,,,,,,,,,,,,,,,,,,,NAFTA,NATO
25,/Event/7444523660/7444626712,7444626712,,,,2023-03-13T12:05:00,2023-03-13T13:08:00,,7444523660,eng,,rocketnews.com,,,,,,,,,,,,,,,,,,,,,,,,
26,/Event/7444523660/7444636562,7444636562,,,,2023-03-13T12:05:00,2023-03-13T13:13:00,,7444523660,eng,,devdiscourse.com,,,,,,,,,,,,,,,,,,,,,,,,
27,/Event/7444523660/7444688341,7444688341,,,,2023-03-13T12:05:00,2023-03-13T13:45:00,,7444523660,eng,,devdiscourse.com,,,,,,,,,,,,,,,,,,,,,,,,
28,/Event/7444523660/7444715822,7444715822,EU,CY,,2023-03-13T12:05:00,2023-03-13T14:02:00,C4,7444523660,eng,Independent-liberal,in-cyprus.philenews.com,https:en.wikipedia.orgwikiPhileleftheros,,,Christian,,,,,,,,,,,,,,,,,,,EU,
29,/Event/7444523660/7444778364,7444778364,,,,2023-03-13T12:05:00,2023-03-13T14:41:00,,7444523660,eng,,nationalpost.com,,,,,,,,,,,,,,,,,,,,,,,,
30,/Event/7444523660/7444781734,7444781734,,USA,C4,2023-03-13T12:05:00,2023-03-13T14:43:00,C2,7444523660,eng,,mynorthwest.com,,Eng,,Christian,,,,,,,,,,,,,,,,,,,NAFTA,NATO
31,/Event/7444523660/7444782842,7444782842,,USA,C4,2023-03-13T12:05:00,2023-03-13T14:43:00,C2,7444523660,eng,,sfgate.com,,Eng,,Christian,,,,,,,,,,,,,,,,,,,NAFTA,NATO
32,/Event/7444523660/7444796059,7444796059,,,,2023-03-13T12:05:00,2023-03-13T14:54:00,,7444523660,eng,,devdiscourse.com,,,,,,,,,,,,,,,,,,,,,,,,
33,/Event/7444523660/7444806754,7444806754,AS,TR,C14,2023-03-13T12:05:00,2023-03-13T14:59:00,C12,7444523660,eng,,dailysabah.com,,,,Muslim,,,,,,,,,,,,,,,,,,,,NATO
34,/Event/7444523660/7444807590,7444807590,,,,2023-03-13T12:05:00,2023-03-13T15:01:00,,7444523660,eng,,msn.com,,,,,,,,,,,,,,,,,,,,,,,,
35,/Event/7444523660/7444820869,7444820869,,USA,C4,2023-03-13T12:05:00,2023-03-13T15:08:00,C2,7444523660,eng,,timesdaily.com,,Eng,,Christian,,,,,,,,,,,,,,,,,,,NAFTA,NATO
36,/Event/7444523660/7444846582,7444846582,EU,UK,C4,2023-03-13T12:05:00,2023-03-13T15:25:00,C2,7444523660,eng,Center-left,dailymail.co.uk,ChatGPT,Eng,,Christian,,,,,,,,,,,,,,,,,,,,NATO
37,/Event/7444523660/7444881548,7444881548,AU,NZ,C4,2023-03-13T12:05:00,2023-03-13T15:46:00,C2,7444523660,eng,Center-left,stuff.co.nz,ChatGPT,Eng,PIF,Irreligion,,,,,,,,,,,,,,,,,,,,
38,/Event/7444523660/7444881548/7445675495,7445675495,AS,AE,C19,2023-03-13T15:46:00,2023-03-14T04:33:00,C9,7444523660,eng,Pro-government,thenationalnews.com,https:en.wikipedia.orgwikiThe_National_(Abu_Dhabi),Ara,AL,Muslim,22.0,18.0,21.0,6.0,25.0,79.0,75.0,7.0,30.0,33.0,23.0,58.0,11.0,11.0,22.0,32.0,2.0,49.0,?,?
39,/Event/7444523660/7444881432,7444881432,AS,AE,C19,2023-03-13T12:05:00,2023-03-13T15:46:00,C9,7444523660,eng,Pro-government,thenationalnews.com,https:en.wikipedia.orgwikiThe_National_(Abu_Dhabi),Ara,AL,Muslim,,,,,,,,,,,,,,,,,,,?,?
40,/Event/7444523660/7444967359,7444967359,AS,IN,C18,2023-03-13T12:05:00,2023-03-13T16:43:00,C17,7444523660,eng,,business-standard.com,,,,Hindu,,,,,,,,,,,,,,,,,,,,
41,/Event/7444523660/7444967359/7447788790,7447788790,AS,SY,C20,2023-03-13T16:43:00,2023-03-15T08:13:00,C5,7444523660,eng,,english.enabbaladi.net,,Ara,AL,Muslim,89.0,106.0,39.0,54.0,112.0,48.0,26.0,70.0,125.0,51.0,84.0,56.0,161.0,112.0,77.0,138.0,124.0,40.0,,
42,/Event/7444523660/7444968981,7444968981,,USA,C4,2023-03-13T12:05:00,2023-03-13T16:45:00,C2,7444523660,eng,,startribune.com,,Eng,,Christian,,,,,,,,,,,,,,,,,,,NAFTA,NATO
43,/Event/7444523660/7444970192,7444970192,,USA,C4,2023-03-13T12:05:00,2023-03-13T16:46:00,C2,7444523660,eng,,timesdaily.com,,Eng,,Christian,,,,,,,,,,,,,,,,,,,NAFTA,NATO
44,/Event/7444523660/7445032622,7445032622,,USA,C4,2023-03-13T12:05:00,2023-03-13T17:30:00,C2,7444523660,eng,Center-left,foxnews.com,ChatGPT,Eng,,Christian,,,,,,,,,,,,,,,,,,,NAFTA,NATO
45,/Event/7444523660/7445041449,7445041449,AS,IL,C9,2023-03-13T12:05:00,2023-03-13T17:37:00,C1,7444523660,eng,Center-left,haaretz.com,ChatGPT,,,Jewish,,,,,,,,,,,,,,,,,,,,
46,/Event/7444523660/7445048003,7445048003,,,,2023-03-13T12:05:00,2023-03-13T17:42:00,,7444523660,eng,,anfenglishmobile.com,,,,,,,,,,,,,,,,,,,,,,,,
47,/Event/7444523660/7445050324,7445050324,,USA,C4,2023-03-13T12:05:00,2023-03-13T17:43:00,C2,7444523660,eng,,news.un.org,,Eng,,Christian,,,,,,,,,,,,,,,,,,,NAFTA,NATO
48,/Event/7444523660/7445097632,7445097632,AU,NZ,C4,2023-03-13T12:05:00,2023-03-13T18:20:00,C2,7444523660,eng,Center-left,scoop.co.nz,ChatGPT,Eng,PIF,Irreligion,,,,,,,,,,,,,,,,,,,,
49,/Event/7444523660/7445145138,7445145138,,,,2023-03-13T12:05:00,2023-03-13T18:59:00,,7444523660,eng,,app.com.pk,,,,,,,,,,,,,,,,,,,,,,,,
50,/Event/7444523660/7445165855,7445165855,,,,2023-03-13T12:05:00,2023-03-13T19:20:00,,7444523660,eng,,urdupoint.com,,,,,,,,,,,,,,,,,,,,,,,,
51,/Event/7444523660/7445212383,7445212383,,,,2023-03-13T12:05:00,2023-03-13T19:59:00,,7444523660,eng,,apnews.com,,,,,,,,,,,,,,,,,,,,,,,,
52,/Event/7444523660/7445239979,7445239979,,USA,C4,2023-03-13T12:05:00,2023-03-13T20:22:00,C2,7444523660,eng,,voanews.com,,Eng,,Christian,,,,,,,,,,,,,,,,,,,NAFTA,NATO
53,/Event/7444523660/7445281993,7445281993,,,,2023-03-13T12:05:00,2023-03-13T21:01:00,,7444523660,eng,,msn.com,,,,,,,,,,,,,,,,,,,,,,,,
54,/Event/7444523660/7445283207,7445283207,,,,2023-03-13T12:05:00,2023-03-13T21:02:00,,7444523660,eng,,syrianobserver.com,,,,,,,,,,,,,,,,,,,,,,,,
55,/Event/7444523660/7445286840,7445286840,AF,KE,C20,2023-03-13T12:05:00,2023-03-13T21:05:00,C17,7444523660,eng,,kenyastar.com,,,AU,Christian,,,,,,,,,,,,,,,,,,,AfCFTA,
56,/Event/7444523660/7445484267,7445484267,EU,UK,C4,2023-03-13T12:05:00,2023-03-14T00:45:00,C2,7444523660,eng,,english.aawsat.com,,Eng,,Christian,,,,,,,,,,,,,,,,,,,,NATO
57,/Event/7444523660/7445949409,7445949409,,,,2023-03-13T12:05:00,2023-03-14T08:16:00,,7444523660,eng,,english.elpais.com,,,,,,,,,,,,,,,,,,,,,,,,
58,/Event/7444523660/7446142052,7446142052,,,,2023-03-13T12:05:00,2023-03-14T10:17:00,,7444523660,eng,,middleeastmonitor.com,,,,,,,,,,,,,,,,,,,,,,,,
59,/Event/7444523660/7446274733,7446274733,,USA,C4,2023-03-13T12:05:00,2023-03-14T11:36:00,C2,7444523660,eng,,arkansasonline.com,,Eng,,Christian,,,,,,,,,,,,,,,,,,,NAFTA,NATO
60,/Event/7444523660/7446343827,7446343827,,,,2023-03-13T12:05:00,2023-03-14T12:18:00,,7444523660,eng,,newdelhitimes.com,,,,,,,,,,,,,,,,,,,,,,,,
61,/Event/7444523660/7450108721,7450108721,,,,2023-03-13T12:05:00,2023-03-16T12:50:00,,7444523660,eng,,justsecurity.org,,,,,,,,,,,,,,,,,,,,,,,,
