,path,name,continent,country,culture,dateFrom,dateTo,economic,group,lang,polalign,source,url,EconomicQuality,Education,EnterpriseConditions,Governance,Health,Individualism,Indulgence,InvestmentEnvironment,LivingConditions,LongTermOrientation,MarketAccessandInfrastructure,Masculinity,NaturalEnvironment,PersonalFreedom,PowerDistance,SafetyandSecurity,SocialCapital,UncertaintyAvoidance,economicblocs,linguisticblocs,militarydefenseblocs,politicalregionalblocs,religions
0,/Event,Event,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,/Event/7433045027,7433045027,,USA,C4,2023-03-06T11:57:00,2023-03-06T11:57:00,C2,0,eng,?,arkansasonline.com,?,16,20,3,23,69,91,68,17,29,26,4,62,28,29,40,69,9,46,NAFTA,Eng,NATO,?,Christian
2,/Event/7433045027/7433539231,7433539231,,,,2023-03-06T11:57:00,2023-03-06T17:35:00,,7433045027,eng,,newdelhitimes.com,,16,20,3,23,69,91,68,17,29,26,4,62,28,29,40,69,9,46,,,,,
3,/Event/7433585607,7433585607,AS,SA,C15,2023-03-06T18:12:00,2023-03-06T18:12:00,C9,0,eng,Moderate,arabnews.com,ChatGPT,55,64,43,82,56,48,14,56,75,27,54,43,138,163,72,98,105,64,?,Ara,?,AL,Muslim
4,/Event/7433585607/7435211554,7435211554,AS,PK,C20,2023-03-06T18:12:00,2023-03-07T18:03:00,C5,7433585607,eng,?,thefrontierpost.com,?,55,64,43,82,56,48,14,56,75,27,54,43,138,163,72,98,105,64,?,?,?,?,Muslim
5,/Event/7434307794,7434307794,AS,PS,?,2023-03-07T07:30:00,2023-03-07T07:30:00,?,0,eng,?,english.wafa.ps,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Ara,?,AL,Muslim
6,/Event/7434307794/7434898614,7434898614,,,,2023-03-07T07:30:00,2023-03-07T14:17:00,,7434307794,eng,,naharnet.com,,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,,,,,
7,/Event/7434307794/7434898614/7434989227,7434989227,,,,2023-03-07T14:17:00,2023-03-07T15:19:00,,7434307794,eng,,newarab.com,,,,,,,,,,,,,,,,,,,,,,,,
8,/Event/7434307794/7434898614/7435008851,7435008851,,,,2023-03-07T14:17:00,2023-03-07T15:32:00,,7434307794,eng,,en.haberler.com,,,,,,,,,,,,,,,,,,,,,,,,
9,/Event/7434307794/7434898614/7435013141,7435013141,,,,2023-03-07T14:17:00,2023-03-07T15:35:00,,7434307794,eng,,newarab.com,,,,,,,,,,,,,,,,,,,,,,,,
10,/Event/7434307794/7434898614/7435017368,7435017368,AS,PS,?,2023-03-07T14:17:00,2023-03-07T15:38:00,?,7434307794,eng,?,english.wafa.ps,?,,,,,,,,,,,,,,,,,,,?,Ara,?,AL,Muslim
11,/Event/7434307794/7434898614/7435017368/7435155626,7435155626,,,,2023-03-07T15:38:00,2023-03-07T17:18:00,,7434307794,eng,,newarab.com,,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,,,,,
12,/Event/7434307794/7434898614/7435097775,7435097775,,,,2023-03-07T14:17:00,2023-03-07T16:35:00,,7434307794,eng,,nampa.org,,,,,,,,,,,,,,,,,,,,,,,,
13,/Event/7434307794/7434898614/7435097775/7437763368,7437763368,EU,UK,C4,2023-03-07T16:35:00,2023-03-09T06:23:00,C2,7434307794,eng,?,reuters.com,?,,,,,,,,,,,,,,,,,,,?,Eng,NATO,?,Christian
14,/Event/7434307794/7434898614/7435196121,7435196121,,,,2023-03-07T14:17:00,2023-03-07T17:49:00,,7434307794,eng,,albaniandailynews.com,,,,,,,,,,,,,,,,,,,,,,,,
15,/Event/7434307794/7434898614/7435246487,7435246487,,,,2023-03-07T14:17:00,2023-03-07T18:32:00,,7434307794,eng,,fox28spokane.com,,,,,,,,,,,,,,,,,,,,,,,,
16,/Event/7434307794/7434898614/7435246487/7437902375,7437902375,AS,TR,C14,2023-03-07T18:32:00,2023-03-09T08:07:00,C12,7434307794,eng,?,aa.com.tr,?,,,,,,,,,,,,,,,,,,,?,?,NATO,?,Muslim
17,/Event/7434307794/7434898614/7435246487/7437902375/7438291207,7438291207,AS,IR,C20,2023-03-09T08:07:00,2023-03-09T12:09:00,C5,7434307794,eng,?,en.mehrnews.com,?,71,74,65,128,63,37,49,68,59,46,50,45,86,152,66,147,137,85,?,?,?,?,Muslim
18,/Event/7434307794/7434898614/7435246487/7437902375/7438429091,7438429091,,,,2023-03-09T08:07:00,2023-03-09T13:34:00,,7434307794,eng,,urdupoint.com,,71,74,65,128,63,37,49,68,59,46,50,45,86,152,66,147,137,85,,,,,
19,/Event/7434307794/7434898614/7435257396,7435257396,,,,2023-03-07T14:17:00,2023-03-07T18:41:00,,7434307794,eng,,nampa.org,,,,,,,,,,,,,,,,,,,,,,,,
20,/Event/7434307794/7434898614/7435257152,7435257152,,,,2023-03-07T14:17:00,2023-03-07T18:41:00,,7434307794,eng,,nampa.org,,,,,,,,,,,,,,,,,,,,,,,,
21,/Event/7434307794/7434898614/7435273404,7435273404,,,,2023-03-07T14:17:00,2023-03-07T18:55:00,,7434307794,eng,,jewishnews.co.uk,,,,,,,,,,,,,,,,,,,,,,,,
22,/Event/7434307794/7434898614/7435777570,7435777570,,,,2023-03-07T14:17:00,2023-03-08T02:49:00,,7434307794,eng,,bdnews24.com,,,,,,,,,,,,,,,,,,,,,,,,
23,/Event/7434307794/7434898614/7435777570/7435875821,7435875821,AS,HK,C18,2023-03-08T02:49:00,2023-03-08T04:43:00,C2,7434307794,eng, center-right and pro-establishment,scmp.com,ChatGPT,,,,,,,,,,,,,,,,,,,?,?,?,?,Irreligion
24,/Event/7434307794/7434898614/7435777570/7435887045,7435887045,AS,SA,C15,2023-03-08T02:49:00,2023-03-08T04:56:00,C9,7434307794,eng,Moderate,arabnews.com,ChatGPT,,,,,,,,,,,,,,,,,,,?,Ara,?,AL,Muslim
25,/Event/7434307794/7434898614/7435777570/7436028941,7436028941,EU,IE,C4,2023-03-08T02:49:00,2023-03-08T07:04:00,C2,7434307794,eng,?,thejournal.ie,?,,,,,,,,,,,,,,,,,,,EU,Eng,?,?,Christian
26,/Event/7434307794/7434898614/7435777570/7436089787,7436089787,AS,TH,C20,2023-03-08T02:49:00,2023-03-08T07:49:00,C9,7434307794,eng,?,bangkokpost.com,?,,,,,,,,,,,,,,,,,,,ASEAN,?,?,?,Budhist
27,/Event/7434307794/7434898614/7435777570/7437717638,7437717638,AS,IN,C18,2023-03-08T02:49:00,2023-03-09T05:43:00,C17,7434307794,eng,?,mid-day.com,?,,,,,,,,,,,,,,,,,,,?,?,?,?,Hindu
28,/Event/7434307794/7434898614/7435777570/7437808722,7437808722,EU,MT,C14,2023-03-08T02:49:00,2023-03-09T06:59:00,C2,7434307794,eng,?,timesofmalta.com,?,,,,,,,,,,,,,,,,,,,EU,?,?,?,Christian
29,/Event/7434307794/7434898614/7435777570/7437836280,7437836280,,,,2023-03-08T02:49:00,2023-03-09T07:18:00,,7434307794,eng,,newarab.com,,,,,,,,,,,,,,,,,,,,,,,,
30,/Event/7434307794/7434898614/7435777570/7438029830,7438029830,,,,2023-03-08T02:49:00,2023-03-09T09:32:00,,7434307794,eng,,devdiscourse.com,,,,,,,,,,,,,,,,,,,,,,,,
31,/Event/7434307794/7434898614/7435777570/7438148339,7438148339,,,,2023-03-08T02:49:00,2023-03-09T10:44:00,,7434307794,eng,,laprensalatina.com,,,,,,,,,,,,,,,,,,,,,,,,
